cik,cusip6,cusip9
1140411,72200N,72200N205
1140411,72200N,72200N403
1140414,244866,244866208
1140486,04743P,04743P108
1140536,G96655,G96655108
1140586,64439S,64439S204
1141103,227483,227483104
1141103,878546,878546209
1141107,04269Q,04269Q10
1141107,04269Q,04269Q100
1141107,04270V,04270V106
1141215,422210,422210302
1141299,58047P,58047P107
1141363,92554D,92554D306
1141391,57636Q,57636Q10
1141819,89834G,89834G836
1141880,04045P,04045P103
1142417,65336K,65336K103
1142512,9874V1,9874V107
1142512,98974V,98974V
1142576,68401H,68401H104
1142637,929086,92908652
1142701,911268,91126810
1142701,911268,911268100
1142746,962902,962902102
1142750,001744,001744101
1142750,514936,514936103
1143068,391164,391164100
1143363,78427V,78427V102
1143513,376535,376535100
1143513,376535,376535506
1143566,952145,952145100
1143921,225744,22574410
1144145,072730,072730302
1144215,00508Y,00508Y102
1144215,806882,806882106
1144216,581531,581531100
1144225,45776H,45776H20
1144225,45776H,45776H208
1144284,584639,584639108
1144284,584639,584639405
1144331,30218U,30218U306
1144354,42235N,42235N108
1144399,46115N,46115N104
1144519,G16962,G16962105
1144528,038521,038521100
1144800,081906,081906109
1144800,89346D,89346D107
1144879,33942T,33942T116
1145020,767754,767754104
1145047,368289,368289104
1145197,45784P,45784P101
1145202,55348A,55348A102
1145255,425885,425885100
1145460,46126P,46126P106
1145460,88164L,88164L100
1156039,94973V,94973V107
1156337,45923G,45923G10
1156375,12572Q,12572Q105
1156388,08915P,08915P101
1156784,219858,219858
1157377,00762W,00762W107
1157509,22529J,22529J104
1157601,558868,558868105
1157624,63172M,63172M101
1157644,36466R,36466R101
1157644,36467W,36467W101
1157647,748773,748773108
1157654,878546,878546209
1157758,232984,232984104
1157842,19247L,19247L205
1157842,19247L,19247L304
1157842,19247L,19247L700
1158004,L9175R,L9175R123
1158114,03823U,03823U102
1158134,25402R,25402R101
1158172,20564W,20564W105
1158265,42725M,42725M107
1158289,67071B,67071B603
1158324,19239V,19239V302
1158449,00751Y,00751Y
1158780,72942G,72942G104
1158833,532169,532169109
1158895,525558,525558201
1159038,09249C,09249C105
1159039,09248K,09248K108
1159040,09248C,09248C106
1159040,09248C,09248C205
1159040,09248C,09248C304
1159119,74045Q,74045Q13
1159154,228635,228635
1159167,462726,462726100
1159281,33832D,33832D106
1159508,464287,464287432
1159513,74343G,74343G204
1160110,92334N,92334N103
1160425,80556P,80556P302
1160425,80556T,80556T106
1160497,G4776G,G4776G101
1160858,759148,759148109
1160858,89784N,89784N104
1160958,58471A,58471A105
1160990,72200U,72200U
1160990,72200U,72200U209
1160990,72200U,72200U506
1160990,72200U,72200U605
1161069,67071P,67071P107
1161396,37184C,37184C103
1161582,950704,950704106
1161611,022276,022276109
1161924,00764L,00764L109
1161935,89687P,89687P107
1161966,464287,464287473
1162027,01864U,01864U106
1162027,01864V,01864V203
1162027,01864V,01864V401
1162027,01864V,01864V500
1162028,018547,018547208
1162028,018547,018547307
1162030,01871P,01871P207
1162030,01871P,01871P306
1162112,56035L,56035L104
1162194,343385,343385
1162194,34385P,34385P108
1162194,4385P1,4385P108
1162194,74276L,74276L105
1162315,023177,023177108
1162315,231771,23177108
1162461,232109,232109108
1162556,260095,260095104
1162816,337756,337756209
1162862,978166,978166106
1163165,20825C,20825C104
1163300,73582A,73582A107
1163302,912909,912909108
1163370,320734,320734106
1163428,97111W,97111W10
1163560,40051D,40051D105
1163698,836091,836091108
1163739,G6359F,G6359F103
1163792,957664,957664105
1163792,957664,957664204
1163848,461169,461169
1164099,68162Q,68162Q202
1164155,85511U,85511U106
1164327,45677V,45677V018
1164484,40051D,40051D303
1164538,15643F,15643F107
1164552,39304E,39304E100
1164727,651639,651639106
1164863,229355,229355
1164941,242309,242309102
1164964,39985X,39985X104
1165002,961765,961765104
1165383,67071V,67071V104
1165758,878610,878610
1166126,708160,708160106
1166258,72369H,72369H106
1166258,72369H,72369H205
1166258,72369H,72369H403
1166272,37185R,37185R109
1166291,723443,723443107
1166380,71675Y,71675Y100
1166380,74765E,74765E109
1166380,928497,928497106
1166388,92343X,92343X100
1166409,79549F,79549F108
1166463,92831L,92831L204
1166572,67071R,67071R103
1166663,G9108L,G9108L108
1166691,20030N,20030N101
1166789,532774,532774106
1166847,502003,502003106
1166988,04516T,04516T105
1167178,03739T,03739T108
1167294,59047Q,59047Q103
1167419,045346,045346301
1167419,09074N,09074N101
1167419,56585W,56585W203
1167419,767292,767292105
1167467,09249H,09249H104
1167467,09249H,09249H203
1167470,09249P,09249P106
1167478,46206P,46206P109
1167713,25154H,25154H467
1167713,25154H,25154H475
1167713,25154K,25154K882
1168054,171798,171798101
1168164,78463X,78463X541
1168164,78463X,78463X731
1168164,78463X,78463X749
1168164,78463X,78463X863
1168195,83616T,83616T108
1168213,007865,007865108
1168213,925602,925602104
1168220,90403T,90403T100
1168397,69422R,69422R105
1168455,32106V,32106V107
1168696,758766,758766
1168696,758766,758766109
1168797,G84922,G84922106
1169027,09249J,09249J100
1169031,09249A,09249A109
1169245,717224,717224109
1169264,87163F,87163F106
1169358,461238,461238107
1169445,205306,205306103
1169445,P20530,P20530610
1169561,041661,04166102
1169561,204166,204166102
1169561,207416,207416610
1169652,159179,159179100
1169717,09348R,09348R201
1169769,609045,609045109
1169770,05990K,05990K106
1169770,33589V,33589V
1169770,33589V,33589V101
1169770,62845B,62845B104
1170010,143130,143130102
1170154,367299,367299104
1170299,72200W,72200W205
1170299,72200W,72200W601
1170300,72200M,72200M207
1170300,72200M,72200M603
1170311,72200Y,72200Y
1170311,72200Y,72200Y201
1170311,72200Y,72200Y300
1170565,G95089,G95089100
1170565,G95089,G95089101
1170605,748773,748773108
1170605,88650R,88650R108
1170895,19247V,19247V401
1170895,19247V,19247V708
1170991,233153,233153105
1171014,22122P,22122P10
1171014,22122P,22122P101
1171014,22122P,22122P200
1171471,128117,128117405
1171471,128117,128117603
1171471,128117,128117801
1171486,63900P,63900P103
1171500,G7127P,G7127P10
1171529,87874D,87874D101
1171749,873135,873135107
1171759,75689M,75689M101
1171825,125581,125581801
1172052,78648T,78648T100
1172095,048668,048668107
1172139,06846N,06846N104
1172168,67071S,67071S200
1172222,419879,419879
1172222,419879,419879101
1172222,419987,419987910
1172298,71647K,71647K105
1172353,153770,153770102
1172353,609539,609539101
1172358,525820,525820
1172367,896874,89687413
1172678,879734,879734200
1172724,628021,62802151
1172852,307068,307068106
1172852,91821K,91821K101
1173204,004329,004329108
1173204,004391,00439108
1173281,67778H,67778H200
1173293,66987G,66987G102
1173420,02043Q,02043Q107
1173431,03074K,03074K
1173431,87236Y,87236Y108
1173489,157210,157210105
1173489,70212E,70212E106
1173495,68556Y,68556Y100
1173643,87600U,87600U104
1173657,0680R1,0680R108
1173657,06850R,06850R108
1173658,560909,560909103
1173752,043176,043176106
1173911,29250X,29250X103
1173942,973491,973491103
1174164,338478,338478209
1174228,67059Q,67059Q
1174610,74337R,74337R347
1174610,74347B,74347B540
1174610,74347R,74347R412
1174610,74347R,74347R453
1174610,74347R,74347R537
1174610,74347R,74347R750
1174610,74347R,74347R768
1174610,74347R,74347R794
1174610,74347X,74347X559
1174610,74347X,74347X894
1174735,00437P,00437P107
1174746,45865V,45865V100
1174820,15146E,15146E102
1174893,45840V,45840V100
1175029,662585,662585108
1175108,778669,778669101
1175416,85932R,85932R104
1175454,339041,339041105
1175483,262077,262077100
1175483,65105M,65105M108
1175483,65105M,65105M207
1175505,33830X,33830X104
1175609,1494U1,1494U108
1175609,14964U,14964U108
1175609,14965A,14965A101
1175680,23283M,23283M101
1176194,09249N,09249N101
1176194,09249N,09249N200
1176194,09249N,09249N507
1176194,09249R,09249R102
1176196,09249S,09249S100
1176196,09249S,09249S209
1176197,09249R,09249R102
1176316,004337,004337101
1176319,88553X,88553X103
1176325,830695,830695102
1176334,573331,573331105
1176433,67072C,67072C204
1176433,67072C,67072C808
1177131,74963F,74963F106
1177132,76970L,76970L109
1177135,85231M,85231M103
1177218,67071Y,67071Y108
1177293,714270,714270105
1177394,87162W,87162W100
1177440,228086,228086
1177470,136644,136644101
1177471,020040,020040101
1177648,29251M,29251M106
1177702,78709Y,78709Y105
1178056,470571,470571021
1178104,14141R,14141R101
1178336,434712,43471210
1178336,434712,434712105
1178336,577776,577776107
1178347,984238,984238105
1178409,886374,886374107
1178575,48268Y,48268Y101
1178670,02043Q,02043Q107
1178697,83548F,83548F101
1178819,011532,011532108
1178819,04341Y,04341Y105
1178839,64124P,64124P101
1178839,64124P,64124P200
1178839,64124P,64124P309
1178840,64123C,64123C101
1178840,64123C,64123C200
1178840,64123C,64123C309
1178841,64124K,64124K102
1178841,64124K,64124K201
1178841,64124K,64124K300
1178879,03152W,03152W
1178879,03152W,03152W109
1178970,74386T,74386T105
1179060,22765U,22765U102
1179060,22765U,22765U201
1179060,29336U,29336U107
1179126,233384,233384106
1179126,81119Q,81119Q209
1179126,81119Q,81119Q308
1179484,200334,200334100
1179484,200334,200334118
1179484,551146,551146103
1179821,09088U,09088U109
1180145,76028W,76028W107
1180262,00912X,00912X302
1180262,G4412G,G4412G101
1181001,018535,018535104
1181187,092479,092479203
1181187,092479,092479302
1181187,092479,092479401
1181187,092479,092479500
1181249,09250M,09250M109
1181250,09249X,09249X109
1181250,09249X,09249X208
1181250,09249X,09249X307
1181250,09249X,09249X406
1181504,31849P,31849P203
1181504,72201C,72201C307
1181506,72201A,72201A202
1181506,72201A,72201A608
1182129,05334D,05334D10
1182129,05334D,05334D107
1182325,87582Y,87582Y108
1183186,63607P,63607P208
1183765,12345A,12345A678
1183765,885807,885807
1183765,885807,88580710
1183765,885807,885807107
1183765,885807,885807206
1184818,20162L,20162L105
1185348,73640Q,73640Q105
1187520,24823A,24823A102
1189712,261877,261877104
1189712,261878,261878102
1190935,72201B,72201B
1190935,72201B,72201B101
1190935,72201B,72201B200
1190935,72201B,72201B606
1191070,09063M,09063M205
1191255,169426,169426103
1191354,368487,368487203
1192305,523234,523234102
1193558,02607P,02607P305
1195116,042564,042564104
1195116,042564,042564203
1195734,73754Y,73754Y100
1195737,670657,670657204
1195737,670657,670657303
1195933,45665Q,45665Q103
1196298,640671,640671400
1196501,404255,404255101
1196867,27827K,27827K208
1196867,27827K,27827K307
1196869,27828C,27828C205
1196872,27828M,27828M104
1196876,27828L,27828L106
1199004,31423P,31423P108
1200022,45890M,45890M109
1200446,67072W,67072W200
1200934,69144T,69144T108
1201792,02913V,02913V103
1201792,58471A,58471A105
1202157,112723,112723101
1202806,31423M,31423M105
1203464,450913,450913
1203866,71715B,71715B
1203866,71715B,71715B409
1204413,730843,730843
1204560,045604,045604105
1206264,737446,737446104
1206264,88023U,88023U
1206264,88023U,88023U101
1207070,352448,352448104
1207070,352451,352451108
1207074,411307,411307101
1207074,92827P,92827P102
1207179,G9456A,G9456A100
1207685,368911,368911103
1208208,25389M,25389M877
1208211,78355W,78355W106
1208211,78355W,78355W585
1208211,78355W,78355W809
1208211,78355W,78355W825
1208211,78355W,78355W84
1208211,78355W,78355W841
1208261,294264,294264205
1208498,452467,452467103
1208833,192185,192185106
1209466,416137,416137
1209466,41653L,41653L602
1209466,46137V,46137V423
1209466,46137V,46137V431
1209466,46137V,46137V506
1209466,46137V,46137V597
1209466,46137V,46137V803
1209466,46137V,46137V811
1209466,46137V,46137V845
1209466,46137V,46137V852
1209466,46137V,46137V860
1209466,46137V,46137V878
1209466,73935X,73935X153
1209466,73935X,73935X179
1209466,73935X,73935X294
1209466,73935X,73935X328
1209466,73935X,73935X336
1209466,73935X,73935X351
1209466,73935X,73935X369
1209466,73935X,73935X377
1209466,73935X,73935X385
1209466,73935X,73935X393
1209466,73935X,73935X419
1209466,73935X,73935X427
1209466,73935X,73935X476
1209466,73935X,73935X534
1209466,73935X,73935X583
1209466,73935X,73935X591
1209466,73935X,73935X609
1209466,73935X,73935X617
1209466,73935X,73935X625
1209466,73935X,73935X641
1209466,73935X,73935X690
1209466,73935X,73935X716
1209466,73935X,73935X732
1209466,73935X,73935X757
1209466,73935X,73935X765
1209466,73935X,73935X773
1209466,73935X,73935X781
1209466,73935X,73935X799
1209466,73935X,73935X807
1209466,73935X,73935X815
1209466,73935X,73935X823
1209466,73935X,73935X831
1209466,73935X,73935X849
1209466,73935X,73935X856
1209466,73935X,73935X872
1209466,73936G,73936G308
1209466,73936Q,73936Q108
1209466,73936Q,73936Q504
1210123,30023Y,30023Y105
1210123,30023Y,30023Y204
1210123,30023Y,30023Y709
1210294,224248,224248104
1210708,443787,443787106
1210708,443792,443792106
1212053,92923C,92923C13
1212458,97717P,97717P104
1212545,957638,957638
1212570,461838,461838203
1212641,502003,502003106
1213037,14147L,14147L108
1213037,897238,897238408
1213169,09249V,09249V103
1213169,09249V,09249V202
1213169,09249V,09249V400
1213809,26745T,26745T101
1213896,470359,470359100
1214935,001190,001190206
1214935,001190,001190602
1214935,018828,018828
1214935,018828,018828608
1214935,65370F,65370F606
1214935,92838X,92838X607
1215664,09255H,09255H105
1215664,09255H,09255H204
1215664,09255H,09255H808
1216128,686040,686040205
1216199,815175,815175104
1216583,67073B,67073B205
1216583,67073B,67073B700
1216596,656559,656559309
1217234,135086,135086106
1217234,14167L,14167L103
1217688,35166A,35166A103
1218320,52742P,52742P108
1218683,97751M,97751M207
1219097,903468,903468106
1219120,007639,007639107
1219120,00764C,00764C109
1219120,00764C,00764C208
1219120,00764C,00764C703
1219360,722014,722014
1219360,722014,722014206
1219360,722014,722014503
1219360,722014,722014602
1219601,228368,228368106
1219641,501197,501197107
1219702,29412N,29412N100
1220754,743815,743815102
1221029,15126Q,15126Q109
1221149,376546,376546404
1221149,376546,376546503
1221149,376546,376546602
1221354,566246,566246104
1221715,460951,46095110
1221715,460951,460951106
1222244,74373C,74373C107
1222244,74373C,74373C206
1222333,98149E,98149E204
1222497,560377,560377103
1222719,12811P,12811P207
1222719,12811P,12811P306
1222719,12811P,12811P405
1222719,12811P,12811P504
1222840,76131V,76131V202
1222922,27828H,27828H204
1222922,27828H,27828H303
1222922,27828H,27828H600
1223026,723763,723763207
1223026,723763,723763306
1223389,33832D,33832D106
1223786,67059L,67059L
1223786,91914G,91914G108
1223862,4562H1,4562H104
1223862,45672H,45672H104
1224133,56624R,56624R101
1224133,56624R,56624R108
1224450,19247X,19247X209
1224450,19247X,19247X407
1224450,19247X,19247X886
1224696,73935X,73935X393
1224696,73935X,73935X872
1224696,73936G,73936G308
1224696,73936Q,73936Q504
1226308,23335C,23335C101
1226944,74058G,74058G100
1226944,87482R,87482R203
1227025,64051T,64051T100
1227073,30024Y,30024Y104
1227073,30024Y,30024Y203
1227073,30024Y,30024Y609
1227073,94987D,94987D101
1227476,67073D,67073D300
1227500,29460X,29460X109
1227654,20451N,20451N101
1227857,001191,001191204
1227857,001191,001191600
1227857,018825,018825208
1227857,018825,018825604
1227857,65370G,65370G604
1227857,92838U,92838U603
1227862,95766A,95766A101
1227930,29384R,29384R105
1228068,45661Q,45661Q107
1229206,498780,49878015
1229876,09255J,09255J101
1229876,09255J,09255J200
1229876,09255J,09255J309
1230245,724078,724078100
1230276,698354,698354107
1230355,004764,004764106
1230355,89385X,89385X
1230355,89385X,89385X105
1230802,903447,903447100
1230992,55903Q,55903Q104
1231160,81119R,81119R207
1231160,81119R,81119R603
1231346,811916,811916105
1231868,460377,46037710
1231868,460377,460377101
1232241,481130,481130102
1232524,472147,472147107
1232524,G50871,G50871105
1232582,044103,044103
1232582,044103,044103109
1232582,044103,044103208
1232582,044103,044103869
1232860,09253X,09253X102
1232860,09253X,09253X201
1232863,09255F,09255F109
1233087,35472T,35472T101
1233087,35472T,35472T200
1233087,35472T,35472T408
1233426,601316,601316102
1234006,376536,376536108
1234006,42234Q,42234Q102
1234006,74018R,74018R105
1234597,912899,912899408
1235010,60877T,60877T100
1235010,60877T,60877T101
1235468,53635B,53635B10
1235468,53635B,53635B107
1235511,55266X,55266X100
1235511,55266X,55266X209
1235511,56165R,56165R103
1235511,56165R,56165R202
1235912,126638,126638105
1236038,75733R,75733R601
1236736,37184D,37184D101
1236736,3718D1,3718D1011
1236964,482921,482921103
1236997,22228P,22228P20
1236997,22228P,22228P203
1237941,742078,742078130
1239197,5502R1,5502R105
1239819,550351,55035110
1239819,550351,550351100
1241199,000124,000124119
1241199,14055X,14055X102
1243429,S05944,S05944111
1243800,75087U,75087U101
1244183,72201H,72201H
1244183,72201H,72201H108
1244183,72201H,72201H207
1244183,72201H,72201H405
1244937,292764,292764107
1245648,338479,338479207
1246263,55907R,55907R108
1250189,458743,458743101
1251769,03767D,03767D108
1251769,548901,54890101
